property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
0.0,75.0,3,3,3.0,3.0,1833.33,1,0,1,1.0,1.0,2.24
0.0,71.0,2,2,2.0,1.0,1277.78,0,0,1,1.0,2.0,1.58
1.0,66.0,2,8,4.0,3.0,1458.0,0,1,2,2.0,2.0,3.8
0.0,72.0,2,2,2.0,1.0,1200.0,0,0,0,0.0,2.0,2.45
1.0,22.0,5,4,2.0,2.0,3240.0,0,0,1,1.0,1.0,5.5
0.0,22.0,5,5,2.0,2.0,2555.56,0,1,0,2.0,1.0,1.7
0.0,28.0,5,4,2.0,0.0,2162.16,0,0,1,1.0,1.0,1.4
1.0,59.0,4,4,4.0,2.0,2160.0,1,0,1,2.0,1.0,6.8
0.0,105.0,3,3,4.0,0.0,2144.44,1,0,1,2.0,2.0,1.2
0.0,73.0,3,4,4.0,0.0,1546.85,0,0,2,2.0,2.0,2.2
0.0,94.0,2,2,2.0,3.0,1150.0,0,0,2,0.0,0.0,0.95
0.0,77.0,3,3,4.0,0.0,2236.0,1,0,2,0.0,0.0,2.95
1.0,33.0,4,4,4.0,3.0,9000.0,1,1,2,2.0,1.0,23.0
0.0,83.0,2,2,2.0,3.0,1262.0,0,0,1,1.0,0.0,1.4
0.0,45.0,3,3,4.0,3.0,1707.78,0,0,2,1.0,2.0,1.0
1.0,53.0,5,8,4.0,3.0,4500.0,1,1,0,0.0,2.0,17.0
0.0,52.0,3,3,2.0,2.0,1523.8,0,1,2,2.0,1.0,2.35
1.0,41.0,5,6,3.0,1.0,4950.0,1,0,1,1.0,2.0,10.0
0.0,19.0,3,4,4.0,3.0,2350.0,1,0,1,0.0,2.0,2.78
0.0,46.0,2,2,3.0,1.0,1100.0,0,0,1,1.0,2.0,0.71
1.0,35.0,4,4,4.0,2.0,2700.0,0,0,2,2.0,2.0,6.0
1.0,108.0,3,2,1.0,3.0,1152.0,0,0,1,2.0,2.0,1.3
0.0,99.0,3,4,4.0,3.0,2020.8,1,0,1,0.0,2.0,2.1
0.0,42.0,2,2,3.0,1.0,654.0,0,0,1,1.0,2.0,0.41
0.0,80.0,4,4,2.0,3.0,1880.18,0,0,1,0.0,1.0,2.0
1.0,100.0,4,4,4.0,0.0,2800.0,1,0,2,2.0,1.0,2.47
0.0,111.0,2,2,3.0,3.0,1430.0,0,0,1,0.0,2.0,1.02
0.0,39.0,3,5,4.0,2.0,2367.0,1,0,2,2.0,0.0,3.55
0.0,45.0,3,3,4.0,3.0,1829.73,1,0,1,1.0,1.0,1.43
0.0,6.0,3,3,4.0,3.0,2222.22,1,0,2,2.0,2.0,1.98
0.0,11.0,3,2,2.0,3.0,716.67,0,0,1,1.0,2.0,0.52
1.0,31.0,8,10,4.0,2.0,3915.0,0,0,1,1.0,1.0,10.0
0.0,41.0,2,2,3.0,4.0,1385.0,0,0,1,2.0,0.0,1.25
1.0,20.0,2,4,0.0,2.0,675.0,0,0,1,1.0,1.0,0.9
0.0,98.0,2,2,4.0,3.0,1216.22,0,0,1,2.0,2.0,0.69
0.0,105.0,3,3,3.0,3.0,1666.67,1,0,1,2.0,2.0,0.95
1.0,42.0,2,2,3.0,1.0,823.0,0,0,1,1.0,2.0,0.66
0.0,12.0,2,2,3.0,3.0,1548.0,0,0,1,1.0,1.0,0.7
0.0,36.0,3,3,1.0,2.0,1000.0,0,0,1,1.0,1.0,0.8
0.0,17.0,4,5,4.0,3.0,2650.0,1,0,2,0.0,0.0,3.7
0.0,89.0,2,2,2.0,3.0,1160.06,0,0,2,1.0,2.0,0.8
0.0,11.0,2,2,2.0,3.0,543.33,0,0,1,1.0,2.0,0.28
0.0,71.0,2,2,2.0,1.0,1277.78,0,0,1,1.0,2.0,1.6
0.0,99.0,3,3,1.0,3.0,1337.84,0,0,1,2.0,1.0,0.88
0.0,41.0,3,3,4.0,1.0,2143.33,1,0,1,2.0,0.0,1.9
0.0,109.0,3,3,1.0,3.0,2000.0,0,0,1,2.0,0.0,0.9
0.0,94.0,2,2,2.0,3.0,1109.28,0,0,2,2.0,1.0,0.95
0.0,83.0,4,4,3.0,3.0,1600.0,0,0,1,1.0,1.0,1.6
0.0,76.0,3,3,3.0,3.0,1950.0,0,0,2,2.0,0.0,2.85
0.0,109.0,2,2,2.0,1.0,690.99,0,0,1,1.0,2.0,0.28
0.0,71.0,3,3,3.0,1.0,1219.41,1,0,1,2.0,2.0,2.45
0.0,6.0,3,3,3.0,3.0,2222.22,1,1,1,2.0,0.0,1.92
1.0,76.0,5,6,4.0,3.0,4500.0,1,1,0,0.0,2.0,18.0
0.0,70.0,4,5,3.0,0.0,2791.0,1,0,2,2.0,0.0,3.8
0.0,109.0,1,1,1.0,1.0,422.22,0,0,1,1.0,2.0,0.26
0.0,16.0,4,5,3.0,3.0,3018.02,1,0,1,2.0,2.0,3.3
0.0,74.0,1,1,0.0,4.0,693.0,0,0,1,1.0,2.0,0.7
0.0,113.0,2,2,3.0,3.0,1143.24,0,0,1,2.0,2.0,0.73
1.0,29.0,6,6,4.0,2.0,2368.0,0,1,2,2.0,1.0,4.7
0.0,79.0,2,2,2.0,1.0,1200.0,0,0,2,2.0,0.0,1.05
0.0,107.0,4,3,3.0,1.0,1756.76,0,0,1,1.0,0.0,0.95
1.0,33.0,5,5,4.0,2.0,3240.0,1,1,2,2.0,1.0,12.5
1.0,61.0,9,9,4.0,0.0,2700.0,1,0,2,1.0,2.0,5.5
0.0,2.0,3,3,4.0,0.0,2060.36,1,0,1,1.0,2.0,0.9
0.0,80.0,3,3,1.0,3.0,1412.61,0,0,1,2.0,0.0,1.4
1.0,8.0,2,2,1.0,1.0,795.0,0,0,1,1.0,1.0,0.48
0.0,46.0,2,2,2.0,4.0,855.86,0,0,1,1.0,1.0,0.8
0.0,80.0,3,3,2.0,3.0,1385.59,0,0,2,0.0,0.0,1.31
0.0,105.0,2,2,3.0,3.0,1216.22,0,0,1,0.0,2.0,0.65
0.0,2.0,4,6,4.0,3.0,2611.11,1,0,1,1.0,2.0,1.6
0.0,107.0,3,3,4.0,3.0,1523.0,0,0,1,1.0,0.0,0.82
1.0,95.0,3,3,4.0,1.0,2160.0,1,0,1,1.0,2.0,4.7
0.0,65.0,3,3,3.0,0.0,1910.0,0,0,2,2.0,2.0,1.38
0.0,105.0,4,3,4.0,0.0,2461.11,0,0,1,2.0,2.0,1.79
0.0,75.0,3,3,3.0,1.0,1828.0,0,0,1,1.0,0.0,3.29
0.0,80.0,3,3,1.0,3.0,1385.59,0,0,1,2.0,0.0,1.38
0.0,99.0,2,2,3.0,1.0,1200.0,1,1,2,0.0,2.0,1.08
0.0,75.0,3,3,3.0,3.0,1077.82,1,0,2,2.0,2.0,1.75
0.0,97.0,3,3,3.0,3.0,1614.86,0,1,1,2.0,2.0,1.05
0.0,11.0,1,1,0.0,3.0,318.0,0,0,1,2.0,1.0,0.25
0.0,84.0,1,1,2.0,1.0,292.79,0,0,1,1.0,1.0,0.39
1.0,56.0,4,5,4.0,0.0,4000.0,1,0,2,1.0,1.0,8.4
0.0,111.0,3,5,4.0,1.0,1799.1,0,0,1,1.0,2.0,1.4
0.0,105.0,4,4,4.0,0.0,2456.76,0,0,1,2.0,0.0,1.8
0.0,91.0,3,3,3.0,3.0,1161.85,0,0,2,0.0,0.0,1.2
0.0,75.0,3,4,3.0,0.0,2683.78,1,0,2,0.0,0.0,5.4
0.0,95.0,3,4,2.0,3.0,1612.61,1,0,2,2.0,0.0,1.15
0.0,72.0,3,3,3.0,4.0,1600.0,0,0,1,1.0,2.0,4.25
0.0,59.0,3,3,4.0,0.0,2400.0,1,0,1,0.0,2.0,2.7
0.0,12.0,2,3,3.0,3.0,978.0,1,0,2,2.0,1.0,0.87
0.0,41.0,3,2,4.0,1.0,113.09,0,0,1,2.0,0.0,1.4
0.0,41.0,3,2,4.0,4.0,1477.48,0,0,1,1.0,2.0,1.35
0.0,37.0,2,2,1.0,3.0,598.35,0,0,1,2.0,2.0,0.28
1.0,66.0,3,3,2.0,2.0,2160.0,1,0,1,1.0,1.0,4.7
0.0,113.0,2,2,2.0,1.0,585.59,0,0,1,1.0,0.0,0.28
0.0,96.0,3,3,4.0,3.0,1664.8,0,0,2,1.0,1.0,1.85
0.0,36.0,2,2,2.0,4.0,1604.44,0,0,1,1.0,2.0,1.3
0.0,77.0,3,3,3.0,3.0,2144.92,1,0,2,0.0,2.0,2.95
0.0,109.0,1,1,1.0,3.0,406.67,0,0,1,2.0,2.0,0.2
0.0,19.0,3,4,3.0,3.0,2150.0,1,0,1,0.0,2.0,3.05
0.0,107.0,3,4,4.0,3.0,1615.0,1,0,2,0.0,2.0,1.6
0.0,98.0,2,2,1.0,3.0,529.83,0,1,0,2.0,2.0,0.36
0.0,75.0,3,3,3.0,1.0,2282.22,1,0,2,0.0,0.0,3.5
1.0,52.0,3,9,4.0,0.0,1935.0,1,0,2,2.0,2.0,5.3
0.0,1.0,2,2,2.0,4.0,1130.0,0,0,1,2.0,2.0,1.38
0.0,99.0,3,4,3.0,3.0,2300.0,0,0,1,1.0,2.0,1.98
0.0,77.0,3,3,3.0,0.0,2047.0,1,0,0,1.0,2.0,2.8
0.0,99.0,4,4,3.0,0.0,1575.0,0,0,2,1.0,2.0,0.9
0.0,103.0,3,3,2.0,1.0,1581.11,0,0,1,1.0,2.0,1.42
1.0,32.0,5,5,3.0,0.0,6400.0,1,0,2,2.0,1.0,15.0
0.0,12.0,3,2,0.0,3.0,1981.98,0,0,2,2.0,1.0,1.25
1.0,76.0,5,5,4.0,1.0,8067.799999999999,1,1,1,2.0,2.0,15.1
0.0,95.0,3,4,2.0,3.0,1612.61,1,0,1,2.0,0.0,0.97
0.0,95.0,3,4,4.0,4.0,1765.77,0,0,1,2.0,2.0,1.25
1.0,104.0,3,3,1.0,3.0,558.0,0,0,1,1.0,1.0,0.6
1.0,55.0,8,6,4.0,0.0,3240.0,1,0,2,1.0,2.0,8.81
0.0,78.0,3,3,2.0,4.0,1342.93,0,0,1,1.0,2.0,2.0
0.0,110.0,4,4,4.0,1.0,2835.0,0,0,1,2.0,1.0,1.9
0.0,80.0,3,3,2.0,3.0,1421.62,0,0,2,0.0,1.0,1.46
1.0,8.0,3,3,1.0,0.0,900.0,0,0,0,1.0,1.0,0.62
0.0,10.0,3,4,4.0,3.0,1186.0,1,0,1,1.0,0.0,1.28
0.0,88.0,4,6,4.0,1.0,2387.39,1,0,1,2.0,2.0,1.46
0.0,109.0,2,2,4.0,1.0,1091.74,0,0,1,2.0,0.0,0.82
0.0,1.0,4,5,4.0,1.0,5225.23,1,0,1,0.0,0.0,5.5
0.0,6.0,3,3,3.0,3.0,2340.54,1,1,1,2.0,1.0,2.6
0.0,71.0,3,3,2.0,1.0,1721.11,0,0,1,2.0,2.0,2.0
0.0,75.0,3,3,3.0,3.0,1486.49,1,0,2,0.0,1.0,2.35
0.0,91.0,2,2,0.0,3.0,1295.0,0,0,1,1.0,0.0,0.9
0.0,13.0,3,4,4.0,3.0,1797.0,1,0,1,0.0,2.0,1.72
1.0,49.0,3,3,0.0,0.0,1130.0,0,0,1,1.0,1.0,0.85
0.0,76.0,2,2,2.0,3.0,1188.0,0,0,2,2.0,2.0,1.51
0.0,113.0,2,2,3.0,1.0,913.33,0,0,1,2.0,2.0,0.56
0.0,80.0,3,3,2.0,3.0,1421.62,0,0,1,2.0,1.0,1.43
0.0,11.0,2,2,2.0,3.0,543.33,0,0,1,1.0,0.0,0.28
0.0,45.0,3,4,3.0,3.0,1894.44,1,0,1,1.0,2.0,1.1
0.0,113.0,2,2,1.0,3.0,535.56,0,0,1,2.0,2.0,0.25
0.0,113.0,2,2,2.0,3.0,913.33,0,0,1,0.0,2.0,0.52
1.0,81.0,2,2,1.0,3.0,1800.0,0,0,1,1.0,1.0,2.0
0.0,61.0,5,7,4.0,0.0,5777.78,1,0,1,2.0,1.0,5.0
0.0,46.0,4,3,3.0,3.0,1973.87,0,0,2,2.0,0.0,1.8
0.0,70.0,3,3,3.0,3.0,2300.0,1,0,2,0.0,2.0,3.05
0.0,94.0,4,4,4.0,1.0,3700.0,1,0,0,1.0,2.0,4.4
0.0,11.0,2,2,2.0,3.0,543.33,0,0,1,1.0,1.0,0.28
1.0,13.0,5,6,4.0,0.0,2430.0,1,0,1,1.0,1.0,6.1
0.0,52.0,4,4,2.0,4.0,2666.67,1,0,2,1.0,1.0,6.0
1.0,4.0,3,2,2.0,2.0,120.0,0,0,1,1.0,1.0,1.0
1.0,48.0,2,2,4.0,0.0,900.0,1,1,1,1.0,2.0,1.7
0.0,6.0,3,3,3.0,1.0,1567.57,0,0,1,2.0,2.0,2.12
0.0,41.0,3,3,4.0,1.0,1432.43,0,0,1,1.0,1.0,2.15
0.0,17.0,3,4,4.0,4.0,2094.59,1,0,1,1.0,0.0,1.65
0.0,113.0,1,1,1.0,1.0,777.78,0,0,1,2.0,1.0,0.22
0.0,68.0,3,1,0.0,4.0,2295.0,0,0,1,1.0,1.0,3.9
0.0,46.0,3,2,3.0,4.0,1531.53,0,0,1,1.0,0.0,1.02
0.0,41.0,3,3,3.0,4.0,2666.67,1,1,1,2.0,1.0,3.3
0.0,6.0,2,2,1.0,3.0,566.14,0,0,0,2.0,0.0,0.45
0.0,35.0,4,5,4.0,0.0,3390.99,1,0,2,1.0,2.0,5.5
1.0,5.0,4,3,2.0,0.0,1284.44,0,0,1,1.0,2.0,1.85
0.0,80.0,4,6,4.0,3.0,2810.51,1,0,1,0.0,0.0,3.1
1.0,95.0,5,5,4.0,3.0,3240.0,1,0,2,2.0,1.0,7.5
0.0,97.0,3,3,3.0,3.0,1400.0,1,0,2,0.0,2.0,1.55
0.0,19.0,3,2,2.0,1.0,1422.52,0,0,1,1.0,2.0,1.85
0.0,109.0,1,1,1.0,3.0,406.67,0,0,1,2.0,2.0,0.2
1.0,55.0,2,6,4.0,0.0,1728.0,0,0,0,2.0,2.0,4.6
0.0,94.0,3,3,2.0,3.0,2130.0,1,0,0,2.0,2.0,2.5
0.0,91.0,2,2,3.0,3.0,1416.22,0,0,1,0.0,1.0,1.34
0.0,83.0,2,2,2.0,3.0,1306.31,0,0,1,1.0,2.0,1.1
0.0,27.0,3,4,4.0,0.0,1729.73,1,0,1,2.0,2.0,1.5
0.0,41.0,3,2,3.0,4.0,1505.41,0,0,1,1.0,2.0,1.45
0.0,45.0,3,1,0.0,3.0,1820.0,0,0,1,1.0,1.0,0.95
0.0,80.0,4,5,4.0,3.0,2162.16,1,0,2,0.0,2.0,1.92
0.0,90.0,3,3,3.0,0.0,1960.36,1,0,1,1.0,2.0,1.15
0.0,31.0,4,5,3.0,2.0,6300.0,0,0,1,1.0,2.0,14.0
0.0,79.0,2,2,3.0,1.0,1121.62,0,0,1,2.0,0.0,1.1
0.0,0.0,3,3,2.0,4.0,1261.26,0,0,1,1.0,2.0,1.3
1.0,34.0,5,5,4.0,3.0,1350.0,1,0,2,1.0,2.0,4.25
1.0,76.0,5,6,4.0,3.0,6666.67,1,1,2,2.0,2.0,19.0
0.0,8.0,3,4,4.0,0.0,2207.21,1,0,1,2.0,2.0,2.3
1.0,81.0,2,2,2.0,2.0,1440.0,0,0,1,1.0,1.0,2.0
0.0,91.0,3,3,3.0,3.0,2161.11,0,0,1,1.0,2.0,1.35
0.0,27.0,3,3,4.0,0.0,1603.6,0,0,1,2.0,2.0,1.4
0.0,94.0,2,2,2.0,3.0,664.44,0,1,2,1.0,2.0,0.45
0.0,7.0,3,4,3.0,4.0,2012.22,1,0,1,2.0,0.0,1.25
0.0,61.0,1,1,0.0,0.0,513.33,0,0,2,1.0,1.0,0.45
0.0,7.0,4,4,3.0,3.0,2590.09,1,1,1,1.0,0.0,2.45
0.0,70.0,4,5,3.0,3.0,2522.52,1,0,1,0.0,0.0,3.75
1.0,33.0,5,6,3.0,2.0,4518.0,1,1,2,2.0,1.0,17.0
1.0,35.0,6,5,4.0,1.0,3240.0,1,1,1,0.0,2.0,9.54
1.0,49.0,1,4,3.0,0.0,603.0,0,0,1,1.0,2.0,0.92
0.0,97.0,3,3,1.0,3.0,2576.58,0,0,1,2.0,2.0,1.3
0.0,105.0,3,3,3.0,3.0,1549.55,0,0,1,2.0,0.0,1.25
0.0,77.0,4,4,4.0,3.0,2841.44,1,0,2,0.0,0.0,4.5
0.0,11.0,3,3,3.0,0.0,1708.56,0,0,2,2.0,2.0,1.21
0.0,8.0,4,5,4.0,3.0,2991.11,1,1,1,2.0,1.0,1.35
0.0,45.0,3,3,3.0,3.0,1435.0,0,0,1,2.0,2.0,0.9
1.0,15.0,7,3,0.0,0.0,300.0,0,0,1,1.0,2.0,1.2
0.0,7.0,4,6,4.0,3.0,2722.82,1,0,2,0.0,2.0,2.36
1.0,15.0,2,6,4.0,3.0,1215.0,0,0,1,1.0,2.0,2.1
0.0,113.0,2,2,3.0,3.0,974.92,0,0,1,1.0,0.0,0.66
1.0,33.0,4,5,2.0,0.0,3240.0,1,0,2,2.0,1.0,12.5
0.0,5.0,3,3,0.0,0.0,2200.0,0,0,1,1.0,2.0,0.85
0.0,45.0,2,2,1.0,3.0,850.0,0,0,2,0.0,2.0,0.33
0.0,113.0,1,1,2.0,3.0,54234.44,0,0,1,1.0,1.0,0.28
0.0,11.0,2,2,1.0,3.0,493.69,0,0,1,2.0,2.0,0.37
1.0,83.0,5,4,4.0,1.0,2610.0,1,0,2,1.0,2.0,5.25
0.0,100.0,3,3,1.0,3.0,1750.0,0,0,2,0.0,0.0,1.58
0.0,75.0,2,2,2.0,3.0,1358.0,0,0,1,1.0,0.0,1.9
0.0,90.0,3,3,2.0,0.0,1900.0,1,0,1,2.0,1.0,0.9
0.0,109.0,1,1,1.0,1.0,306.31,0,0,1,1.0,1.0,0.22
0.0,55.0,4,4,4.0,0.0,2851.35,0,1,2,2.0,2.0,1.8
0.0,67.0,4,5,3.0,3.0,3182.22,1,0,2,1.0,0.0,4.85
0.0,107.0,4,3,2.0,3.0,1711.71,0,0,1,1.0,2.0,0.8
0.0,113.0,1,1,2.0,1.0,360.0,0,0,1,2.0,1.0,0.24
0.0,1.0,2,2,2.0,1.0,833.33,0,0,2,1.0,2.0,1.0
0.0,2.0,2,2,0.0,4.0,1300.0,0,0,1,1.0,2.0,0.5
0.0,75.0,3,4,3.0,3.0,1833.33,1,1,0,0.0,2.0,2.3
1.0,69.0,2,5,1.0,1.0,120.0,0,0,1,1.0,1.0,1.25
0.0,17.0,3,3,4.0,4.0,1615.0,0,0,1,1.0,2.0,2.35
0.0,113.0,2,1,3.0,1.0,827.78,0,0,1,2.0,1.0,0.54
0.0,57.0,3,3,4.0,2.0,2061.0,0,0,2,2.0,2.0,2.51
1.0,13.0,7,5,4.0,3.0,4500.0,1,0,1,1.0,2.0,11.25
1.0,59.0,5,5,3.0,0.0,3240.0,1,0,1,1.0,1.0,10.55
0.0,13.0,3,4,3.0,3.0,1887.39,1,0,1,2.0,2.0,2.15
0.0,99.0,4,5,4.0,3.0,2533.33,1,0,1,0.0,1.0,2.15
1.0,13.0,5,5,4.0,3.0,3600.0,1,1,1,2.0,1.0,9.5
0.0,113.0,3,3,3.0,3.0,1598.89,0,0,1,2.0,2.0,0.9
1.0,53.0,3,9,4.0,0.0,1836.0,0,0,2,2.0,2.0,4.49
0.0,113.0,2,2,2.0,1.0,603.38,0,0,1,2.0,2.0,0.3
0.0,103.0,2,2,2.0,1.0,1225.56,0,1,1,2.0,2.0,1.1
0.0,13.0,3,3,3.0,3.0,2292.79,1,0,1,2.0,2.0,1.6
0.0,12.0,3,3,4.0,3.0,1750.0,1,0,2,0.0,2.0,1.55
0.0,43.0,1,1,1.0,3.0,317.12,0,0,2,2.0,2.0,0.37
0.0,17.0,2,2,1.0,4.0,1331.53,0,0,1,2.0,2.0,0.96
0.0,109.0,2,2,0.0,3.0,990.0,0,0,1,1.0,2.0,0.46
0.0,12.0,2,2,2.0,0.0,1355.86,0,0,1,2.0,0.0,0.7
0.0,100.0,3,4,3.0,3.0,2058.56,1,0,1,2.0,0.0,1.93
1.0,13.0,5,6,3.0,3.0,7000.0,1,0,2,0.0,1.0,12.0
0.0,84.0,3,3,3.0,0.0,1570.27,1,0,2,2.0,2.0,1.16
0.0,75.0,4,4,4.0,3.0,2194.44,1,0,0,0.0,1.0,2.79
0.0,43.0,3,3,2.0,1.0,2286.49,0,0,1,1.0,0.0,3.65
0.0,97.0,3,2,2.0,0.0,1500.0,0,0,1,2.0,1.0,1.04
0.0,100.0,4,4,4.0,0.0,2033.48,1,0,2,2.0,0.0,1.55
0.0,107.0,2,2,2.0,1.0,1498.0,0,0,1,1.0,2.0,0.62
0.0,103.0,2,2,2.0,4.0,801.74,0,0,1,2.0,1.0,0.95
0.0,7.0,3,3,4.0,3.0,1721.47,1,1,2,1.0,0.0,1.34
0.0,98.0,2,2,1.0,3.0,529.83,0,1,1,2.0,2.0,0.35
0.0,113.0,2,2,1.0,3.0,587.0,0,0,1,1.0,1.0,0.25
0.0,80.0,3,3,2.0,3.0,1421.62,0,0,2,2.0,2.0,1.42
0.0,105.0,3,4,3.0,3.0,1674.92,1,1,1,2.0,2.0,0.85
0.0,2.0,3,3,4.0,0.0,2321.11,1,0,1,1.0,2.0,0.9
0.0,27.0,2,2,2.0,3.0,800.0,0,0,1,1.0,2.0,0.35
0.0,13.0,4,5,3.0,3.0,2752.25,0,0,1,2.0,2.0,1.88
0.0,109.0,2,2,2.0,3.0,1300.0,0,0,1,2.0,2.0,0.43
1.0,20.0,3,3,3.0,3.0,900.0,0,0,1,1.0,2.0,0.38
0.0,10.0,3,4,4.0,4.0,1585.59,1,0,1,2.0,0.0,1.4
0.0,6.0,3,3,2.0,3.0,1486.49,1,0,1,0.0,2.0,1.45
0.0,103.0,2,2,2.0,1.0,993.69,0,0,1,1.0,1.0,0.9
0.0,61.0,3,3,4.0,3.0,1800.0,0,0,2,2.0,2.0,1.45
0.0,113.0,2,2,2.0,3.0,743.0,0,0,1,1.0,2.0,0.3
1.0,33.0,5,5,2.0,0.0,4518.0,1,0,2,2.0,1.0,13.5
0.0,80.0,3,3,2.0,3.0,1448.65,0,0,1,2.0,1.0,1.43
0.0,90.0,3,3,2.0,0.0,2040.18,0,0,0,1.0,2.0,1.2
0.0,94.0,3,2,4.0,3.0,1348.86,0,0,1,1.0,2.0,1.45
1.0,92.0,2,4,0.0,0.0,891.11,0,0,1,1.0,1.0,0.82
0.0,94.0,2,2,1.0,4.0,810.81,0,0,1,1.0,1.0,0.6
0.0,27.0,3,2,3.0,0.0,1440.0,0,0,1,1.0,2.0,0.8
0.0,96.0,4,4,4.0,3.0,2273.0,0,0,0,1.0,0.0,2.55
0.0,82.0,3,2,2.0,3.0,1350.0,0,0,1,1.0,2.0,1.1
0.0,74.0,2,3,4.0,4.0,994.44,0,0,1,2.0,2.0,2.2
0.0,75.0,3,3,3.0,3.0,1521.02,1,0,2,2.0,1.0,2.36
0.0,8.0,2,2,2.0,4.0,1396.4,0,0,1,1.0,2.0,1.5
0.0,107.0,4,5,4.0,3.0,1684.68,1,0,1,2.0,0.0,0.9
1.0,40.0,4,4,3.0,2.0,1449.0,0,1,2,2.0,1.0,3.5
0.0,75.0,4,4,3.0,3.0,1975.0,1,0,1,1.0,1.0,2.85
1.0,83.0,4,5,4.0,3.0,2610.0,1,1,2,2.0,2.0,5.4
0.0,60.0,5,6,4.0,0.0,5200.0,1,1,2,0.0,0.0,3.55
0.0,100.0,2,2,1.0,1.0,556.67,1,0,1,2.0,1.0,0.42
1.0,20.0,3,3,0.0,2.0,200.0,0,0,1,1.0,1.0,1.7
0.0,52.0,3,3,2.0,0.0,1267.57,0,0,1,2.0,2.0,2.0
0.0,80.0,3,3,2.0,3.0,1502.7,0,0,1,0.0,1.0,1.68
0.0,113.0,2,2,1.0,3.0,681.0,0,0,2,2.0,0.0,0.25
0.0,98.0,2,2,2.0,1.0,565.0,0,0,2,1.0,2.0,0.41
1.0,49.0,4,3,2.0,0.0,211.11,0,1,2,1.0,1.0,1.9
0.0,14.0,6,4,2.0,0.0,3951.11,0,0,1,1.0,2.0,2.3
1.0,63.0,4,4,3.0,0.0,1440.0,1,0,2,1.0,2.0,3.75
0.0,97.0,3,3,2.0,3.0,1200.0,1,1,2,0.0,2.0,1.12
0.0,59.0,3,3,4.0,0.0,1830.0,0,0,2,0.0,0.0,1.82
0.0,6.0,3,3,3.0,3.0,1311.58,1,0,1,2.0,2.0,1.42
0.0,84.0,1,1,2.0,3.0,450.0,0,0,1,2.0,1.0,0.37
0.0,41.0,2,2,4.0,4.0,1538.89,0,0,1,2.0,1.0,1.5
0.0,100.0,3,3,1.0,3.0,1737.84,0,0,1,2.0,2.0,1.35
1.0,83.0,4,4,4.0,3.0,6000.0,1,1,2,0.0,2.0,5.35
0.0,107.0,3,3,3.0,1.0,1274.77,0,0,1,2.0,2.0,0.58
0.0,43.0,3,4,3.0,1.0,2820.0,0,0,0,1.0,0.0,4.1
0.0,52.0,4,4,4.0,3.0,2387.39,0,0,2,2.0,1.0,2.5
0.0,13.0,4,4,3.0,3.0,2752.25,1,0,1,0.0,2.0,1.9
0.0,98.0,2,2,3.0,1.0,1216.22,0,0,1,1.0,2.0,0.85
1.0,50.0,3,3,3.0,0.0,900.0,0,1,1,1.0,2.0,2.15
0.0,43.0,1,1,1.0,3.0,600.0,0,0,1,1.0,2.0,0.5
0.0,77.0,3,3,4.0,3.0,2047.0,0,0,2,0.0,2.0,2.78
0.0,79.0,2,2,2.0,3.0,1250.0,0,0,2,1.0,0.0,1.02
1.0,36.0,1,1,0.0,0.0,3800.0,0,0,1,1.0,1.0,3.5
0.0,113.0,2,2,2.0,4.0,1042.79,0,0,1,1.0,2.0,0.99
0.0,91.0,2,2,2.0,1.0,1687.78,0,0,1,1.0,0.0,0.8
1.0,49.0,3,4,0.0,0.0,1350.0,0,0,1,1.0,2.0,0.47
0.0,37.0,3,2,1.0,3.0,1000.0,0,0,1,1.0,2.0,0.4
0.0,79.0,2,2,3.0,1.0,1311.11,0,0,1,1.0,0.0,1.0
0.0,113.0,2,2,1.0,3.0,650.0,0,0,1,1.0,0.0,0.42
0.0,80.0,3,3,2.0,3.0,1421.62,0,0,1,2.0,1.0,1.4
0.0,75.0,3,3,3.0,0.0,3020.42,1,0,2,2.0,0.0,6.15
1.0,94.0,1,1,0.0,3.0,1095.0,0,0,1,1.0,1.0,0.89
0.0,71.0,3,3,2.0,1.0,1766.0,0,0,1,1.0,1.0,2.6
0.0,95.0,2,2,2.0,3.0,1171.17,0,0,2,1.0,1.0,0.85
0.0,6.0,3,3,3.0,3.0,1486.49,1,0,1,0.0,2.0,1.45
0.0,100.0,3,3,4.0,3.0,1780.0,0,0,1,0.0,0.0,1.5
0.0,113.0,2,2,2.0,1.0,615.56,0,0,1,2.0,0.0,0.35
0.0,78.0,3,4,3.0,1.0,1941.0,0,1,2,0.0,2.0,1.85
0.0,91.0,2,2,4.0,1.0,1277.78,0,0,1,2.0,0.0,0.71
0.0,13.0,3,4,3.0,3.0,2328.83,1,0,1,2.0,0.0,2.25
0.0,98.0,2,2,1.0,3.0,531.5,0,1,1,2.0,2.0,0.34
0.0,75.0,3,4,4.0,3.0,1833.33,1,0,0,0.0,1.0,2.29
0.0,6.0,2,2,2.0,3.0,915.0,0,0,1,1.0,0.0,0.95
0.0,52.0,3,2,3.0,2.0,1666.67,0,0,1,1.0,2.0,2.5
0.0,95.0,4,3,0.0,3.0,1800.0,0,0,1,2.0,1.0,1.45
0.0,52.0,3,3,4.0,0.0,2450.0,1,0,2,2.0,1.0,3.8
1.0,20.0,2,4,2.0,3.0,846.0,0,0,2,1.0,1.0,1.2
