property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
0.0,59.0,3,4,2.0,3.0,2700.0,1,0,2,0.0,0.0,2.6
0.0,99.0,3,3,4.0,4.0,2032.22,0,0,1,2.0,0.0,1.83
1.0,77.0,6,7,4.0,0.0,3600.0,1,1,2,0.0,2.0,8.0
0.0,19.0,4,4,4.0,4.0,2553.33,1,0,1,1.0,0.0,2.9
1.0,52.0,5,5,4.0,3.0,2700.0,1,0,2,1.0,2.0,7.0
0.0,83.0,3,3,4.0,1.0,1900.0,1,0,1,0.0,2.0,1.69
0.0,110.0,3,4,0.0,1.0,2400.0,0,0,1,2.0,0.0,1.6
0.0,75.0,3,3,2.0,3.0,1650.0,1,0,1,2.0,2.0,2.8
1.0,32.0,5,5,2.0,0.0,3375.0,0,0,2,2.0,1.0,9.9
0.0,57.0,3,3,3.0,0.0,1604.0,0,0,2,2.0,2.0,2.1
0.0,91.0,2,2,0.0,4.0,1295.0,0,0,1,1.0,2.0,0.71
1.0,22.0,3,3,2.0,0.0,3249.0,0,0,1,1.0,2.0,5.51
0.0,6.0,2,2,3.0,3.0,1009.0,0,1,1,2.0,1.0,1.3
0.0,75.0,3,3,3.0,3.0,1650.0,1,1,2,2.0,2.0,2.7
1.0,80.0,1,1,0.0,1.0,763.0,0,0,1,1.0,1.0,0.8
0.0,89.0,4,4,4.0,3.0,1800.0,1,0,0,1.0,1.0,1.55
0.0,45.0,3,4,3.0,3.0,1656.46,1,0,1,1.0,2.0,0.99
0.0,76.0,3,3,3.0,0.0,2125.0,1,1,2,2.0,2.0,3.5
0.0,113.0,3,2,3.0,3.0,1210.0,0,0,1,2.0,2.0,0.87
0.0,1.0,1,1,1.0,0.0,562.16,0,0,1,1.0,0.0,0.38
0.0,10.0,2,2,4.0,1.0,1120.0,0,0,1,0.0,1.0,0.87
1.0,92.0,4,6,1.0,3.0,558.0,0,0,1,1.0,2.0,1.6
0.0,6.0,3,3,3.0,3.0,1311.58,1,0,1,0.0,2.0,1.45
1.0,65.0,8,8,4.0,3.0,3240.0,1,0,0,1.0,2.0,7.5
0.0,12.0,2,2,2.0,4.0,1244.14,0,0,1,2.0,2.0,2.1
0.0,96.0,4,4,4.0,3.0,2273.0,0,0,1,1.0,1.0,2.6
1.0,52.0,8,8,3.0,0.0,3762.0,1,1,0,0.0,2.0,10.85
0.0,80.0,4,4,1.0,3.0,1774.77,0,0,1,2.0,0.0,1.75
0.0,113.0,2,2,2.0,1.0,561.26,0,0,1,2.0,1.0,0.42
1.0,49.0,2,1,1.0,0.0,75.0,0,0,1,1.0,1.0,0.55
0.0,82.0,3,4,3.0,3.0,1756.76,1,1,1,2.0,0.0,1.65
0.0,45.0,3,3,3.0,3.0,1729.73,0,0,2,2.0,2.0,1.05
0.0,75.0,2,2,3.0,4.0,1592.22,0,0,1,1.0,2.0,2.29
1.0,33.0,4,3,2.0,3.0,1800.0,0,1,1,1.0,1.0,5.8
1.0,18.0,4,4,4.0,3.0,6350.0,1,0,2,2.0,1.0,7.46
0.0,46.0,4,4,3.0,3.0,2091.0,0,0,2,2.0,0.0,1.67
1.0,31.0,4,4,2.0,2.0,2844.0,0,0,1,1.0,1.0,6.5
0.0,56.0,3,3,4.0,0.0,2189.19,1,0,2,2.0,2.0,1.86
1.0,77.0,4,4,0.0,0.0,2800.0,0,0,1,1.0,2.0,3.0
0.0,52.0,3,4,4.0,0.0,2222.22,1,0,2,1.0,2.0,2.75
0.0,45.0,2,2,1.0,3.0,850.0,0,0,2,0.0,2.0,0.35
0.0,35.0,4,2,4.0,2.0,1382.22,0,0,1,1.0,1.0,0.9
0.0,107.0,3,3,1.0,3.0,576.58,0,0,1,1.0,1.0,0.5
1.0,31.0,2,8,4.0,3.0,1350.0,1,1,2,2.0,2.0,4.5
0.0,109.0,3,2,2.0,3.0,761.11,0,0,1,1.0,2.0,0.4
1.0,113.0,3,2,2.0,4.0,1120.0,0,0,1,1.0,1.0,0.85
0.0,91.0,2,2,3.0,4.0,1577.78,0,0,1,2.0,0.0,1.45
1.0,97.0,3,3,4.0,1.0,2160.0,1,0,1,1.0,2.0,1.7
0.0,113.0,2,2,1.0,1.0,613.41,0,0,1,1.0,2.0,0.4
0.0,79.0,2,2,4.0,1.0,1180.0,0,0,2,1.0,0.0,0.8
0.0,99.0,3,3,2.0,3.0,1402.0,0,0,1,2.0,0.0,0.9
0.0,10.0,4,6,4.0,3.0,1535.0,1,0,1,0.0,0.0,1.5
0.0,75.0,3,3,3.0,4.0,1646.85,0,0,1,1.0,0.0,2.5
0.0,8.0,2,2,2.0,4.0,875.05,0,0,1,1.0,0.0,1.2
0.0,46.0,3,3,3.0,4.0,1535.0,0,0,1,1.0,1.0,1.36
0.0,113.0,2,2,2.0,3.0,760.15,0,0,1,2.0,2.0,0.4
1.0,52.0,3,3,4.0,1.0,2700.0,0,0,2,1.0,2.0,13.0
1.0,59.0,3,4,2.0,0.0,3240.0,1,0,2,2.0,1.0,12.0
0.0,10.0,3,3,4.0,4.0,2224.44,1,0,1,1.0,2.0,3.2
0.0,16.0,4,4,4.0,3.0,2350.0,1,0,1,0.0,1.0,2.25
0.0,75.0,3,3,3.0,0.0,3029.73,0,0,0,1.0,2.0,5.9
0.0,103.0,3,3,2.0,1.0,1423.0,0,0,1,1.0,1.0,1.2
0.0,65.0,3,3,4.0,0.0,1900.0,1,0,2,2.0,2.0,1.55
0.0,77.0,3,3,3.0,3.0,2200.0,1,0,2,1.0,2.0,2.99
0.0,109.0,1,1,1.0,3.0,3568.89,0,0,1,2.0,0.0,0.17
1.0,52.0,7,7,3.0,3.0,963.0,0,0,2,1.0,2.0,2.5
1.0,32.0,9,9,4.0,2.0,2844.0,0,0,1,2.0,2.0,9.5
0.0,106.0,4,4,4.0,0.0,2456.76,1,0,1,2.0,0.0,2.0
0.0,55.0,3,4,4.0,0.0,1950.0,1,0,1,1.0,2.0,2.15
0.0,87.0,2,2,3.0,3.0,1250.0,0,1,1,0.0,2.0,1.52
0.0,101.0,2,2,2.0,3.0,1452.22,0,0,1,2.0,2.0,0.95
1.0,66.0,3,3,3.0,0.0,1650.0,0,1,2,2.0,1.0,4.75
0.0,12.0,3,3,4.0,3.0,1657.45,0,0,1,0.0,2.0,1.3
0.0,84.0,3,3,2.0,0.0,1957.78,0,0,2,2.0,1.0,1.4
0.0,98.0,3,3,3.0,3.0,1644.14,0,0,1,2.0,1.0,0.92
0.0,65.0,4,4,4.0,3.0,2300.0,0,0,2,2.0,2.0,2.09
0.0,97.0,2,2,3.0,3.0,1300.0,0,0,2,2.0,2.0,0.95
0.0,60.0,1,1,2.0,2.0,457.51,0,0,1,1.0,1.0,0.3
0.0,105.0,3,3,4.0,3.0,1817.0,1,0,1,0.0,0.0,1.29
1.0,20.0,2,5,1.0,2.0,2052.0,0,0,1,1.0,2.0,1.35
0.0,113.0,2,2,2.0,3.0,615.56,0,0,2,1.0,0.0,0.32
0.0,99.0,4,6,3.0,3.0,3920.0,1,0,1,0.0,2.0,2.2
0.0,107.0,4,4,4.0,3.0,1734.0,0,0,1,2.0,2.0,0.75
1.0,32.0,9,9,4.0,3.0,2300.5,1,0,2,0.0,2.0,7.5
0.0,76.0,2,2,3.0,3.0,1079.58,0,0,1,2.0,2.0,1.45
0.0,18.0,4,6,4.0,3.0,3573.0,1,0,1,2.0,0.0,5.31
0.0,8.0,3,2,2.0,1.0,1091.05,0,0,1,1.0,0.0,1.35
0.0,13.0,3,3,1.0,1.0,2518.89,1,0,1,1.0,2.0,1.5
0.0,10.0,3,4,4.0,3.0,1186.0,1,0,1,1.0,0.0,1.17
0.0,99.0,2,2,3.0,4.0,102.22,0,0,1,1.0,0.0,1.35
0.0,94.0,4,4,4.0,3.0,3850.0,1,0,2,1.0,2.0,4.45
0.0,2.0,4,3,3.0,1.0,3111.11,1,0,1,1.0,2.0,1.65
0.0,113.0,2,2,4.0,4.0,1050.0,0,0,1,2.0,2.0,0.95
0.0,106.0,2,2,2.0,3.0,1180.18,0,0,1,2.0,2.0,0.95
0.0,83.0,2,2,2.0,0.0,1409.91,0,0,1,2.0,0.0,1.6
0.0,6.0,3,3,3.0,3.0,1524.32,0,0,1,2.0,1.0,1.8
1.0,71.0,3,3,3.0,4.0,1549.0,0,0,1,2.0,2.0,2.01
0.0,11.0,3,3,3.0,3.0,1750.0,0,0,2,1.0,2.0,1.2
0.0,35.0,2,2,2.0,1.0,1277.78,0,0,0,2.0,0.0,1.91
0.0,89.0,3,4,4.0,3.0,1824.32,1,0,2,0.0,2.0,1.09
0.0,67.0,3,4,2.0,3.0,2000.0,1,0,2,0.0,2.0,3.83
0.0,99.0,2,2,3.0,3.0,1263.0,0,0,1,2.0,0.0,1.15
0.0,98.0,2,2,1.0,3.0,536.67,0,1,2,2.0,1.0,0.34
0.0,75.0,4,4,3.0,3.0,1650.0,0,0,2,2.0,1.0,2.8
0.0,13.0,4,1,0.0,1.0,3008.0,0,0,1,1.0,1.0,1.6
0.0,80.0,4,5,4.0,3.0,2897.3,0,0,1,1.0,0.0,3.25
0.0,46.0,3,3,4.0,3.0,1973.87,1,0,1,1.0,2.0,1.72
1.0,15.0,6,4,2.0,0.0,2700.0,0,0,1,1.0,1.0,3.08
0.0,11.0,2,2,4.0,1.0,1230.63,0,0,1,2.0,0.0,0.8
0.0,80.0,4,4,2.0,3.0,1810.81,0,0,1,2.0,1.0,2.0
0.0,113.0,2,2,2.0,3.0,500.0,0,0,2,1.0,2.0,0.28
0.0,88.0,2,2,2.0,4.0,823.33,0,0,1,1.0,2.0,0.55
1.0,59.0,5,4,3.0,0.0,2160.0,0,1,2,2.0,1.0,7.1
0.0,66.0,3,2,4.0,0.0,273.33,0,0,1,2.0,1.0,1.5
0.0,29.0,3,4,3.0,3.0,2500.0,1,0,0,2.0,2.0,4.78
0.0,111.0,2,2,1.0,1.0,552.22,0,0,1,1.0,2.0,0.27
0.0,6.0,3,4,4.0,3.0,2328.38,0,0,2,1.0,2.0,2.4
0.0,99.0,2,2,4.0,3.0,1376.52,0,1,1,2.0,0.0,1.2
1.0,41.0,3,2,0.0,3.0,900.0,0,0,1,1.0,1.0,0.85
0.0,97.0,3,3,3.0,0.0,1464.34,0,0,2,2.0,2.0,1.05
0.0,85.0,4,4,4.0,3.0,2927.93,1,0,2,0.0,1.0,4.25
0.0,95.0,2,2,2.0,3.0,1198.8,0,0,2,2.0,0.0,0.89
0.0,6.0,3,4,3.0,3.0,1701.8,1,0,1,0.0,2.0,1.9
1.0,36.0,1,1,0.0,0.0,1000.0,0,0,1,1.0,1.0,0.6
1.0,33.0,4,4,3.0,2.0,1265.0,0,0,1,1.0,2.0,4.45
0.0,99.0,4,4,3.0,3.0,2600.0,0,0,1,1.0,1.0,2.1
0.0,91.0,3,4,4.0,3.0,1963.0,1,0,1,2.0,2.0,2.0
0.0,77.0,3,3,3.0,3.0,2047.0,0,0,2,1.0,1.0,2.98
0.0,16.0,5,5,3.0,3.0,3450.45,1,0,1,2.0,2.0,3.79
0.0,49.0,2,2,1.0,3.0,1055.56,0,0,2,1.0,2.0,0.32
1.0,52.0,1,1,0.0,2.0,1242.0,0,0,1,1.0,1.0,3.35
0.0,7.0,1,2,2.0,1.0,402.22,0,0,1,1.0,2.0,0.3
0.0,13.0,4,4,2.0,3.0,2369.37,1,0,1,1.0,0.0,1.97
0.0,107.0,4,3,3.0,1.0,2094.59,1,0,1,2.0,2.0,1.83
0.0,113.0,2,2,2.0,3.0,556.0,0,0,1,1.0,2.0,0.35
0.0,80.0,3,4,2.0,3.0,1666.67,0,0,1,0.0,1.0,1.76
1.0,92.0,1,1,1.0,0.0,555.56,0,0,1,1.0,2.0,0.45
0.0,98.0,3,3,2.0,3.0,1475.0,0,0,1,1.0,0.0,1.01
0.0,80.0,2,1,1.0,3.0,584.44,0,0,1,1.0,0.0,0.6
0.0,6.0,3,3,3.0,3.0,1311.02,0,0,1,1.0,2.0,1.42
0.0,89.0,3,3,3.0,1.0,1600.0,1,0,2,1.0,1.0,1.79
1.0,66.0,6,6,2.0,0.0,3450.0,1,1,0,0.0,2.0,3.65
1.0,32.0,5,5,4.0,3.0,3096.0,1,1,1,1.0,1.0,11.0
0.0,105.0,3,4,3.0,1.0,1756.76,1,0,1,2.0,2.0,1.0
0.0,105.0,4,4,4.0,3.0,2020.0,0,0,2,2.0,2.0,1.76
0.0,41.0,3,3,4.0,1.0,1693.69,0,0,2,1.0,2.0,1.7
1.0,27.0,2,2,1.0,0.0,1125.0,0,1,1,1.0,1.0,0.65
1.0,83.0,3,3,4.0,3.0,1611.11,0,0,2,0.0,1.0,1.18
0.0,6.0,3,4,4.0,3.0,1400.0,1,0,2,0.0,2.0,1.35
0.0,58.0,1,1,1.0,3.0,647.78,0,0,1,1.0,2.0,0.26
1.0,41.0,2,2,2.0,1.0,1210.0,0,0,0,2.0,2.0,1.35
0.0,113.0,2,2,2.0,1.0,640.0,0,0,1,2.0,2.0,0.26
0.0,12.0,3,4,4.0,3.0,4600.0,0,0,1,1.0,0.0,2.15
0.0,52.0,4,4,4.0,0.0,2700.0,1,0,1,1.0,2.0,6.5
0.0,46.0,3,3,3.0,3.0,1369.1,0,0,2,1.0,2.0,1.72
0.0,8.0,4,4,4.0,3.0,2837.84,1,0,1,2.0,0.0,2.6
0.0,63.0,3,4,4.0,3.0,1875.0,1,0,2,1.0,0.0,4.85
0.0,60.0,2,2,1.0,3.0,1006.67,0,0,1,1.0,2.0,0.71
0.0,97.0,3,3,2.0,3.0,1581.08,1,1,2,0.0,0.0,1.05
0.0,75.0,3,3,3.0,1.0,1717.0,1,1,1,2.0,2.0,4.6
0.0,99.0,4,4,4.0,3.0,2533.33,1,0,1,1.0,2.0,2.3
0.0,50.0,1,1,0.0,0.0,300.0,0,0,1,1.0,1.0,1.5
0.0,37.0,2,2,1.0,3.0,777.78,0,0,2,2.0,2.0,0.55
0.0,62.0,4,4,3.0,0.0,3054.05,1,0,2,2.0,2.0,6.44
0.0,7.0,4,6,4.0,3.0,2456.0,1,0,1,0.0,0.0,2.4
0.0,63.0,4,6,4.0,0.0,2455.0,1,0,2,2.0,0.0,6.75
0.0,75.0,3,3,3.0,3.0,1077.82,0,0,2,2.0,2.0,1.7
1.0,32.0,5,6,3.0,2.0,2700.0,1,1,2,2.0,2.0,10.0
1.0,80.0,4,3,2.0,1.0,1800.0,0,0,0,2.0,2.0,2.95
0.0,12.0,3,3,2.0,1.0,2110.81,1,0,1,2.0,0.0,3.75
1.0,65.0,2,2,0.0,0.0,1458.0,0,0,1,1.0,1.0,2.95
0.0,87.0,2,2,4.0,3.0,1300.0,0,0,1,2.0,2.0,1.57
0.0,6.0,3,3,3.0,3.0,1311.58,1,0,1,2.0,0.0,1.54
0.0,8.0,3,2,4.0,3.0,1297.3,0,1,2,1.0,0.0,1.3
0.0,79.0,2,2,4.0,4.0,1063.06,0,0,1,2.0,0.0,0.82
1.0,81.0,3,3,2.0,2.0,1440.0,0,0,2,1.0,1.0,2.25
0.0,113.0,2,2,3.0,1.0,673.96,0,0,1,1.0,2.0,0.54
0.0,80.0,3,3,2.0,3.0,1421.62,0,0,2,0.0,2.0,1.55
0.0,6.0,3,3,3.0,3.0,1486.49,1,0,2,1.0,2.0,1.39
0.0,107.0,3,3,3.0,3.0,1700.0,1,0,1,1.0,2.0,0.72
0.0,6.0,3,4,3.0,3.0,2323.42,1,0,2,2.0,2.0,1.95
0.0,71.0,3,3,2.0,4.0,1721.11,0,0,1,1.0,2.0,2.25
0.0,2.0,3,3,4.0,0.0,1919.07,1,0,1,1.0,2.0,0.92
0.0,79.0,2,2,3.0,3.0,1150.0,0,0,2,2.0,1.0,1.1
0.0,27.0,1,1,2.0,0.0,723.33,0,0,1,2.0,2.0,0.56
0.0,84.0,3,4,3.0,0.0,1623.42,1,0,1,1.0,2.0,1.1
1.0,33.0,4,4,3.0,3.0,4235.0,0,1,1,1.0,1.0,16.0
0.0,95.0,3,3,2.0,3.0,1584.08,0,0,1,1.0,0.0,1.12
0.0,11.0,2,2,2.0,3.0,543.33,0,0,1,1.0,2.0,0.28
0.0,10.0,2,2,4.0,3.0,940.0,0,0,1,1.0,1.0,0.95
0.0,113.0,1,1,1.0,1.0,500.0,0,0,1,1.0,0.0,0.21
0.0,41.0,3,2,4.0,1.0,1730.0,0,0,1,1.0,2.0,1.55
0.0,101.0,2,2,1.0,1.0,694.44,0,0,1,1.0,2.0,0.45
0.0,68.0,4,4,2.0,1.0,2559.83,1,0,1,1.0,2.0,6.75
0.0,6.0,2,2,2.0,1.0,1142.66,0,0,1,0.0,0.0,1.99
0.0,85.0,4,5,4.0,3.0,2625.0,1,0,1,1.0,2.0,3.5
1.0,20.0,3,3,0.0,1.0,566.67,0,0,1,1.0,1.0,0.42
0.0,11.0,2,2,2.0,3.0,543.33,0,0,1,1.0,2.0,0.28
1.0,76.0,5,5,4.0,1.0,3240.0,1,1,2,2.0,2.0,12.0
0.0,80.0,4,5,4.0,3.0,2843.24,1,0,1,1.0,0.0,3.05
1.0,58.0,5,5,4.0,2.0,3400.0,0,0,1,1.0,2.0,3.75
0.0,99.0,2,2,3.0,3.0,1477.48,0,0,1,2.0,0.0,1.07
0.0,75.0,3,5,4.0,3.0,4271.11,1,0,0,1.0,1.0,6.15
0.0,83.0,2,2,4.0,1.0,1174.77,0,0,2,2.0,0.0,1.34
0.0,6.0,2,2,2.0,3.0,915.0,0,0,1,1.0,0.0,0.95
1.0,69.0,2,2,0.0,0.0,1222.22,0,0,1,1.0,2.0,0.85
0.0,84.0,4,4,3.0,0.0,1975.68,1,0,1,2.0,0.0,1.32
0.0,27.0,2,3,0.0,0.0,1000.0,0,0,1,1.0,1.0,1.0
0.0,113.0,2,2,1.0,3.0,507.78,0,0,2,2.0,1.0,0.27
1.0,32.0,5,6,4.0,0.0,4518.0,1,1,1,2.0,2.0,15.5
0.0,83.0,2,2,3.0,0.0,1279.28,0,0,1,1.0,2.0,1.2
0.0,71.0,3,3,3.0,1.0,1630.0,0,0,1,2.0,1.0,2.41
0.0,108.0,3,4,2.0,3.0,1350.0,0,0,2,2.0,0.0,1.45
0.0,80.0,4,4,2.0,3.0,1810.81,0,0,2,0.0,2.0,1.8
1.0,52.0,4,4,2.0,2.0,3762.0,1,0,1,2.0,1.0,10.5
1.0,21.0,1,1,0.0,2.0,936.0,0,0,1,1.0,1.0,0.45
0.0,8.0,3,4,4.0,3.0,2063.06,1,1,1,2.0,0.0,1.85
0.0,85.0,4,5,2.0,0.0,2617.12,1,0,1,1.0,2.0,4.0
1.0,41.0,5,6,4.0,3.0,4680.0,1,0,1,2.0,2.0,11.5
0.0,105.0,4,4,4.0,3.0,2214.0,0,0,1,0.0,0.0,1.65
0.0,8.0,2,2,1.0,3.0,512.61,0,0,1,1.0,0.0,0.4
0.0,107.0,2,2,2.0,1.0,1078.38,0,0,2,1.0,1.0,0.78
1.0,4.0,2,2,2.0,0.0,270.0,0,0,1,1.0,2.0,0.34
0.0,89.0,2,2,2.0,1.0,1488.89,0,0,1,2.0,2.0,1.0
0.0,72.0,4,5,4.0,3.0,3907.21,1,1,2,0.0,2.0,7.15
0.0,65.0,3,3,4.0,3.0,1900.0,1,0,2,2.0,2.0,1.5
0.0,79.0,3,2,3.0,3.0,1396.4,0,0,1,1.0,2.0,2.22
1.0,9.0,3,3,0.0,0.0,450.0,0,0,1,1.0,2.0,0.6
0.0,57.0,1,1,1.0,3.0,500.0,0,0,1,1.0,1.0,0.87
0.0,76.0,3,3,2.0,3.0,2200.0,0,0,1,2.0,2.0,3.5
0.0,44.0,3,3,3.0,3.0,1384.91,1,0,1,2.0,2.0,1.3
0.0,82.0,3,3,4.0,1.0,1756.76,0,0,2,1.0,2.0,1.8
0.0,13.0,3,3,2.0,0.0,2575.56,1,0,2,2.0,2.0,2.2
0.0,84.0,3,3,3.0,0.0,1459.46,0,0,1,2.0,1.0,0.98
0.0,77.0,1,1,0.0,3.0,610.0,0,0,1,1.0,1.0,0.8
0.0,46.0,3,3,4.0,3.0,2191.0,0,0,1,1.0,2.0,1.71
0.0,94.0,3,3,3.0,3.0,2343.33,1,0,2,1.0,0.0,2.7
0.0,105.0,2,2,1.0,1.0,695.56,0,0,2,1.0,1.0,0.45
0.0,78.0,2,2,2.0,3.0,1500.0,0,1,2,1.0,2.0,1.5
0.0,36.0,2,1,2.0,3.0,609.76,0,0,1,1.0,1.0,0.26
0.0,110.0,2,2,4.0,4.0,1229.73,0,0,1,2.0,0.0,0.92
1.0,31.0,4,4,3.0,4.0,2844.0,1,1,2,0.0,2.0,3.51
0.0,12.0,3,4,2.0,3.0,2343.0,1,0,1,1.0,0.0,3.95
1.0,95.0,4,3,0.0,3.0,3240.0,0,0,1,1.0,1.0,6.5
0.0,11.0,2,2,2.0,3.0,543.33,0,0,1,1.0,0.0,0.28
0.0,7.0,4,6,3.0,3.0,2590.09,1,0,1,1.0,2.0,2.45
1.0,104.0,2,2,2.0,2.0,36.67,0,0,1,1.0,1.0,0.22
0.0,8.0,3,4,4.0,3.0,2000.0,1,0,2,2.0,2.0,1.05
0.0,65.0,3,3,4.0,0.0,1801.8,1,0,2,1.0,2.0,1.55
1.0,56.0,5,6,3.0,0.0,8775.0,1,1,2,2.0,1.0,19.5
0.0,6.0,3,4,3.0,3.0,1311.58,1,0,2,0.0,2.0,1.55
0.0,13.0,3,2,3.0,0.0,1693.69,0,0,1,2.0,0.0,1.3
1.0,114.0,3,3,0.0,0.0,9000.0,0,0,1,1.0,1.0,6.25
0.0,107.0,3,3,3.0,3.0,1415.0,0,0,2,1.0,1.0,0.75
0.0,13.0,3,4,4.0,3.0,1936.94,1,0,1,2.0,1.0,1.75
1.0,52.0,1,1,0.0,4.0,1242.0,0,0,1,1.0,1.0,3.3
0.0,75.0,3,3,3.0,4.0,2266.67,1,0,1,1.0,0.0,2.86
1.0,56.0,3,6,2.0,0.0,2592.0,1,0,2,2.0,1.0,5.5
0.0,95.0,2,2,2.0,3.0,1292.79,0,0,1,2.0,0.0,1.0
0.0,107.0,3,3,0.0,3.0,1572.0,0,0,1,1.0,2.0,0.7
1.0,30.0,3,3,2.0,0.0,2000.0,0,1,1,1.0,1.0,2.4
1.0,107.0,4,5,0.0,3.0,2360.0,0,0,1,1.0,0.0,1.8
1.0,9.0,2,2,1.0,0.0,555.56,0,0,1,1.0,1.0,0.35
0.0,91.0,2,2,1.0,1.0,546.0,0,0,1,2.0,2.0,0.36
1.0,88.0,4,4,0.0,1.0,3111.11,0,0,1,1.0,0.0,1.75
0.0,12.0,3,3,2.0,3.0,1500.0,1,0,1,2.0,1.0,0.85
0.0,75.0,3,3,3.0,4.0,1667.0,0,0,1,2.0,0.0,3.0
0.0,109.0,2,2,2.0,1.0,716.67,0,0,1,2.0,2.0,0.36
0.0,75.0,2,2,3.0,1.0,1455.56,0,0,1,2.0,0.0,1.8
1.0,33.0,6,6,2.0,2.0,4518.0,1,0,2,1.0,2.0,18.0
1.0,52.0,8,7,4.0,0.0,2850.0,1,0,2,2.0,2.0,5.5
0.0,105.0,4,4,4.0,3.0,2362.0,1,0,2,2.0,2.0,1.51
1.0,33.0,6,8,2.0,3.0,4518.0,1,1,2,2.0,2.0,18.9
0.0,63.0,3,4,4.0,3.0,1875.0,1,0,2,1.0,2.0,4.86
1.0,14.0,2,1,2.0,2.0,900.0,0,0,1,1.0,1.0,1.7
0.0,107.0,3,2,3.0,0.0,1333.33,0,0,2,1.0,2.0,0.6
0.0,107.0,4,4,3.0,3.0,2266.67,0,0,1,1.0,2.0,1.44
0.0,77.0,3,4,2.0,3.0,2200.0,1,0,2,0.0,0.0,3.05
0.0,20.0,4,3,3.0,2.0,3150.0,0,0,1,1.0,2.0,2.7
0.0,41.0,3,3,0.0,4.0,1996.0,0,0,1,2.0,1.0,1.75
0.0,75.0,3,3,3.0,3.0,1600.0,1,0,2,1.0,2.0,2.4
1.0,7.0,4,3,4.0,4.0,4000.0,0,0,1,2.0,0.0,3.25
0.0,62.0,3,4,4.0,1.0,2895.0,0,0,1,2.0,0.0,4.8
1.0,37.0,3,4,2.0,3.0,900.0,0,0,1,1.0,1.0,1.0
1.0,35.0,4,5,4.0,3.0,2844.0,1,1,2,2.0,2.0,11.75
0.0,80.0,3,3,1.0,3.0,1288.03,0,0,1,2.0,0.0,1.36
0.0,13.0,3,4,4.0,1.0,2328.83,1,0,1,2.0,2.0,2.3
0.0,71.0,3,4,4.0,4.0,1174.0,1,0,1,0.0,0.0,3.9
0.0,2.0,3,2,4.0,2.0,1695.56,0,0,1,2.0,2.0,0.64
0.0,65.0,3,2,2.0,2.0,1275.0,0,0,1,0.0,1.0,1.35
1.0,49.0,2,2,1.0,0.0,67.0,0,0,1,1.0,1.0,0.58
1.0,36.0,3,4,3.0,0.0,3500.0,0,0,2,1.0,2.0,0.9
0.0,103.0,3,3,3.0,1.0,1281.98,0,0,1,2.0,2.0,1.25
0.0,52.0,3,3,2.0,2.0,1288.29,0,0,2,2.0,0.0,2.09
0.0,99.0,2,2,3.0,3.0,1477.48,0,0,1,2.0,2.0,1.14
1.0,31.0,7,5,4.0,2.0,540.0,0,0,1,1.0,2.0,1.6
0.0,107.0,4,4,0.0,3.0,2040.0,0,0,1,1.0,2.0,1.3
0.0,107.0,3,2,2.0,3.0,1126.13,0,0,1,2.0,1.0,0.51
0.0,97.0,3,3,3.0,3.0,1383.11,1,0,2,0.0,0.0,1.3
0.0,105.0,3,3,4.0,3.0,1568.32,0,0,1,2.0,0.0,1.2
0.0,75.0,2,2,4.0,3.0,1433.0,0,0,1,1.0,0.0,2.15
1.0,33.0,4,4,4.0,2.0,4518.0,0,0,1,1.0,2.0,5.8
1.0,69.0,4,2,2.0,0.0,1600.0,0,0,1,1.0,1.0,0.4
0.0,36.0,2,2,3.0,4.0,1157.67,0,0,1,1.0,0.0,1.25
0.0,6.0,2,2,3.0,3.0,1094.59,0,0,2,1.0,2.0,1.26
0.0,88.0,2,2,3.0,3.0,1193.69,0,0,2,1.0,0.0,0.75
0.0,107.0,4,4,3.0,3.0,1930.63,1,0,1,2.0,0.0,1.25
0.0,79.0,2,2,3.0,3.0,1130.0,0,0,2,2.0,2.0,1.13
0.0,19.0,3,3,4.0,1.0,2217.0,1,0,1,2.0,2.0,2.85
1.0,56.0,4,4,3.0,3.0,3240.0,1,1,2,2.0,1.0,7.25
1.0,54.0,8,6,4.0,0.0,2367.0,1,0,2,2.0,2.0,5.65
0.0,52.0,3,3,3.0,2.0,1320.0,0,0,2,2.0,1.0,1.35
0.0,8.0,3,4,4.0,3.0,2063.06,1,0,1,2.0,2.0,2.0
0.0,94.0,3,4,4.0,1.0,2396.4,1,0,2,0.0,2.0,2.4
0.0,113.0,2,2,2.0,3.0,938.89,0,0,1,0.0,1.0,0.53
0.0,113.0,3,3,0.0,3.0,1780.0,0,0,1,2.0,0.0,1.2
0.0,6.0,3,3,3.0,4.0,1645.95,0,0,1,0.0,0.0,2.5
0.0,113.0,2,2,2.0,1.0,915.56,0,0,1,2.0,2.0,0.68
1.0,21.0,10,6,2.0,2.0,115.0,0,0,1,1.0,2.0,1.25
1.0,40.0,2,4,4.0,2.0,1460.0,0,0,1,1.0,2.0,4.6
0.0,81.0,2,2,1.0,3.0,1000.0,0,0,1,2.0,2.0,0.54
0.0,56.0,5,5,4.0,2.0,3305.0,1,0,1,2.0,2.0,3.3
1.0,23.0,4,3,1.0,2.0,1800.0,0,0,1,1.0,1.0,1.8
0.0,6.0,3,4,4.0,3.0,1900.0,1,0,2,0.0,0.0,2.0
1.0,36.0,1,1,0.0,0.0,750.0,0,0,1,1.0,1.0,0.55
